nombre_negocio,categoria,estado,ciudad,telefono,email,sitio_web,rating,review_count
Merco Linda Vista,Leche,Nuevo León,Guadalupe,81 8625 8650,,https://www.merco.mx,4.6,1541
Multicomercial Guadalupe,Leche,Nuevo León,Guadalupe,81 2135 4600,,https://www.mc-guadalupe.com,4.5,5467
Alimentos Don Agustin,Lácteos,Nuevo León,Guadalupe,81 2469 9749,,https://alimentosdonagustin.com.mx,4.5,11
EL MUNDO DEL QUESO,Lácteos,Nuevo León,Guadalupe,81 8317 0100,,,4,18
ENCO Alimentos,Lácteos,Nuevo León,Guadalupe,81 8355 8648,,https://encoalimentos.com,4.1,14
Materias Primas Herzam,Lácteos,Nuevo León,Guadalupe,81 2261 4409,,,4.2,38
QDL CEDIS Monterrey,Lácteos,Nuevo León,Guadalupe,625 581 9191,,,4.3,26
Quesería Dos Lagunas S.A de C.V,Lácteos,Nuevo León,Guadalupe,,,,4.3,3
Quesos y Ofertas El Primito,Lácteos,Nuevo León,Guadalupe,81 1415 8709,,,4.6,17
Bodega De Panaderia,Panadería,Nuevo León,Guadalupe,,,,,
El Edén,Panadería,Nuevo León,Guadalupe,81 8360 9988,,,4.6,367
Horno 21 Panadería,Panadería,Nuevo León,Guadalupe,,,,4.6,91
La Cafetería y panadería de EMMA,Panadería,Nuevo León,Guadalupe,,,,5,3
Mi Lulú Pastelería Guadalupe,Panadería,Nuevo León,Guadalupe,81 4665 7611,,,3.6,40
Pan La Fuente,Panadería,Nuevo León,Guadalupe,81 3569 0180,,http://panlafuente.com,4.4,205
Panaderia,Panadería,Nuevo León,Guadalupe,,,,,
Panaderia 13 De Mayo,Panadería,Nuevo León,Guadalupe,8183600812,,,,
Panaderia Aldama,Panadería,Nuevo León,Guadalupe,,,,,
Panaderia Alex,Panadería,Nuevo León,Guadalupe,8181341724,,,,
Panaderia Anita,Panadería,Nuevo León,Guadalupe,8183618287,,,,
Panaderia Azteca,Panadería,Nuevo León,Guadalupe,8129514802,panaderiaaztecamty@gmail.com,,,
Panaderia Chavez,Panadería,Nuevo León,Guadalupe,,,,,
Panaderia Correa,Panadería,Nuevo León,Guadalupe,,,,,
Panaderia Cuatro Reinas,Panadería,Nuevo León,Guadalupe,,,,,
Panaderia Danessa,Panadería,Nuevo León,Guadalupe,8122689115,,,,
Panaderia Del Bosque,Panadería,Nuevo León,Guadalupe,8121818077,,panaderiadelbosque.com,,
Panaderia Don Pepe,Panadería,Nuevo León,Guadalupe,,,,,
Panaderia El Bronco,Panadería,Nuevo León,Guadalupe,8116135144,,,,
Panaderia El Eden,Panadería,Nuevo León,Guadalupe,,,,,
Panaderia Scamilla,Panadería,Nuevo León,Guadalupe,81 1325 9449,,https://www.facebook.com/pages/Panaderia-La-Scamilla/512698688769800,4.6,63
"Panadería ""Hidalgo""",Panadería,Nuevo León,Guadalupe,,,,4.5,203
Panadería Alex,Panadería,Nuevo León,Guadalupe,81 2262 2341,,,4.7,28
Panadería Azteca,Panadería,Nuevo León,Guadalupe,,,,4.5,26
Panadería Danessa,Panadería,Nuevo León,Guadalupe,81 2709 6168,,,4.7,434
Panadería Don Pepe,Panadería,Nuevo León,Guadalupe,81 8367 8913,,,4.7,335
Panadería El Edén,Panadería,Nuevo León,Guadalupe,81 8900 5561,,http://el-eden-bakery.negocio.site,4.6,2767
Panadería GOVEA,Panadería,Nuevo León,Guadalupe,81 3498 0696,,,4.7,124
Panadería La Ideal,Panadería,Nuevo León,Guadalupe,,,,4.5,216
Panadería Monclova,Panadería,Nuevo León,Guadalupe,81 8255 6655,,,4.6,5
"Panadería y Pastelería ""Don Pepe""",Panadería,Nuevo León,Guadalupe,81 8191 1607,,https://www.facebook.com/donpepeoficialmx,4.6,56
Panificadora Merari,Panadería,Nuevo León,Guadalupe,81 1961 1890,,https://www.facebook.com/profile.php?id=100069595419426&mibextid=ZbWKwL,4.5,189
Las delicias de mi rancho,Queso/Quesería,Nuevo León,Guadalupe,81 2195 8662,,http://www.instagram.com/lasdelicias_demirancho,5,1
QueZabrosos,Queso/Quesería,Nuevo León,Guadalupe,81 4005 4989,,,5,2
Quesos y Chorizo La Hacienda,Queso/Quesería,Nuevo León,Guadalupe,81 8016 2449,,,,0
Enyog Helado De Yogurt Natural,Yogurt,Nuevo León,Guadalupe,,,,4.2,5
Frutal Yogurt Azteca,Yogurt,Nuevo León,Guadalupe,81 1072 7015,,,4.5,19
Frutal Yogurt Walmart San Sebastián,Yogurt,Nuevo León,Guadalupe,,,,4.4,31
Iogurt,Yogurt,Nuevo León,Guadalupe,,,,4.5,14
Nieves de yogur(yogurt) fresa y chocolate,Yogurt,Nuevo León,Guadalupe,81 2318 5070,,,4.7,377
Picnik smootihes crepas y nieve de yogurth,Yogurt,Nuevo León,Guadalupe,81 2874 8379,,,2.6,36
XÖPALI - Helados Mexicanos,Yogurt,Nuevo León,Guadalupe,,,https://www.instagram.com/holaxopali,4.7,159
Yesyogurt Heladería y Cafetería,Yogurt,Nuevo León,Guadalupe,81 1630 5163,,,4.9,130
Yoggy's Suc. Paraiso,Yogurt,Nuevo León,Guadalupe,81 8777 0819,,https://www.facebook.com/profile.php?id=100087124131422,4.7,38
Yogufrut,Yogurt,Nuevo León,Guadalupe,,,,3,20
Yogurey,Yogurt,Nuevo León,Guadalupe,81 2261 2141,,https://m.facebook.com/YogureyMty,4.6,147
Quesos naturales y quesadillas,Queso/Quesería,Nuevo León,La Ciudadela,,,,4.7,27
Abarrotes Y Carniceria Teran,Carnicería,Nuevo León,Linares,8212128239,,,,
Abarrotes y Carnicería la Batalla,Carnicería,Nuevo León,Linares,821 212 4930,,,4.8,4
CARNES Y POLLOS RIO VERDE,Carnicería,Nuevo León,Linares,821 219 5229,,,5,4
CarneMart Linares,Carnicería,Nuevo León,Linares,821 212 7504,,https://carnemart.com,4.3,84
Carniceria Cantu,Carnicería,Nuevo León,Linares,,,,,
Carniceria Castillo,Carnicería,Nuevo León,Linares,,,,,
Carniceria Chochis,Carnicería,Nuevo León,Linares,8211080013,,,5,8
Carniceria Chochis #2,Carnicería,Nuevo León,Linares,8211100831,,,,
Carniceria Serna,Carnicería,Nuevo León,Linares,,,,4.3,3
Carnicería Doria,Carnicería,Nuevo León,Linares,821 212 3926,,,4,2
Carnicería García,Carnicería,Nuevo León,Linares,821 212 2331,,,4.3,55
Carnicería Paz Guevara,Carnicería,Nuevo León,Linares,821 212 2043,,,4.9,7
Carnicería Serna,Carnicería,Nuevo León,Linares,821 262 0995,,,4.4,65
Costillas y Carnes Finas,Carnicería,Nuevo León,Linares,821 100 3377,,https://www.facebook.com/profile.php?id=100063471373870,5,1
El Profe Carnes Finas,Carnicería,Nuevo León,Linares,,,https://www.facebook.com/elprofecarnesfinas,4.9,25
El Profe Carnes Finas (La Petaca),Carnicería,Nuevo León,Linares,,,,5,1
El pichi,Carnicería,Nuevo León,Linares,,,,5,1
Kavazos Pollos & Carnes,Carnicería,Nuevo León,Linares,,,,4.6,223
La Misión La Petaca,Carnicería,Nuevo León,Linares,,,,4.6,385
Mini Super El Rey,Carnicería,Nuevo León,Linares,,,,4.3,30
SuKarne,Carnicería,Nuevo León,Linares,821 110 0385,,,3,1
Super Carnes El Progreso,Carnicería,Nuevo León,Linares,,,,5,2
Cedis Lala Linares,Lácteos,Nuevo León,Linares,,,,4.2,19
Fabrica De Alimentos Gollek,Lácteos,Nuevo León,Linares,,,,4.2,52
Lacteos Linares,Lácteos,Nuevo León,Linares,,,,5,2
Productos Lácteos Carricitos,Lácteos,Nuevo León,Linares,81 8252 0261,,,4.6,25
Productos de Leche San Pablo,Lácteos,Nuevo León,Linares,81 8327 3061,,https://productossanpablo.com,2.5,2
"Proveedora De Dulces Y Desechables, S.A. De C.V.",Lácteos,Nuevo León,Linares,821 212 1805,,https://bolaproveedora.wixsite.com/laproveedora#!inicio/mainPage,4.5,587
Quesos Menonitas Linares,Lácteos,Nuevo León,Linares,821 454 7230,,,4.5,24
Quesos los Hada,Lácteos,Nuevo León,Linares,821 212 3224,,,4.7,32
Deleite,Panadería,Nuevo León,Linares,,,,5,5
Dulces De Linares,Panadería,Nuevo León,Linares,81 2516 1868,,http://www.dulcesdelinares.mx,4.4,27
Mis Donitas,Panadería,Nuevo León,Linares,821 106 5687,,,4.8,27
Panaderia,Panadería,Nuevo León,Linares,8212122228,,,,
Panaderia Ana,Panadería,Nuevo León,Linares,8211184822,,,,
Panaderia Anna,Panadería,Nuevo León,Linares,8211184822,,,,
Panaderia Briana,Panadería,Nuevo León,Linares,,,,,
Panaderia Cedillo,Panadería,Nuevo León,Linares,,,,,
Panaderia Danna,Panadería,Nuevo León,Linares,8211064496,,,,
Panaderia Deleite,Panadería,Nuevo León,Linares,8211102468,,,,
Panaderia Don Alejandro,Panadería,Nuevo León,Linares,,,,,
Panaderia La Especial,Panadería,Nuevo León,Linares,,,,4.6,31
Panaderia Villagran,Panadería,Nuevo León,Linares,821 147 3992,,,4.4,21
Panaderia Yolanda,Panadería,Nuevo León,Linares,,,,4.5,29
Panadería Don Alejandro,Panadería,Nuevo León,Linares,,,,4.6,48
Panadería la Flor,Panadería,Nuevo León,Linares,821 212 4056,,,4.6,507
Pastelería Belmares,Panadería,Nuevo León,Linares,821 212 1938,,,4.3,16
Pastelería Lety,Panadería,Nuevo León,Linares,81 8242 9800,,,5,2
Pastelería Lety Linares,Panadería,Nuevo León,Linares,,,,4,1
Pastelería Manel,Panadería,Nuevo León,Linares,821 212 6290,,,4.6,444
Peonias,Panadería,Nuevo León,Linares,821 119 5106,,,4.6,9
panaderia gabriel,Panadería,Nuevo León,Linares,,,,4.7,163
quesos LOS HINOJOSA de Ozuluama Veracruz,Queso/Quesería,Nuevo León,Linares,821 146 7809,,,3.5,2
Linatto | Nevería & Cafetería,Yogurt,Nuevo León,Linares,821 160 3278,,,4.9,92
Toppi (Linares) The Greek Frozen Yogurt,Yogurt,Nuevo León,Linares,,,,3.2,9
Chill n Froyo🍦,Yogurt,Nuevo León,Mitras Poniente,,,https://www.instagram.com/elfroyo_,4.6,39
CARNES DELEITES,Carnicería,Nuevo León,Montemorelos,81 3378 0001,,,4.8,6
Carne Seca De Res La Principal,Carnicería,Nuevo León,Montemorelos,826 268 7031,,,4.9,20
"Carne Seca de Res, La Montaña",Carnicería,Nuevo León,Montemorelos,826 263 8409,,https://www.facebook.com/pg/La-monta%C3%B1a-carne-seca-949670925088898/about/?ref=page_internal,4.7,14
Carnes El Ebanal,Carnicería,Nuevo León,Montemorelos,826 106 9071,,,4.6,18
Carnes Hernandez,Carnicería,Nuevo León,Montemorelos,826 110 0297,,,4.3,24
Carnes San Fernando,Carnicería,Nuevo León,Montemorelos,8262673238,,,,
Carniceria,Carnicería,Nuevo León,Montemorelos,8262647703,,,,
Carniceria ''La Especial'',Carnicería,Nuevo León,Montemorelos,,,,5,5
Carniceria La Chata,Carnicería,Nuevo León,Montemorelos,826 267 3238,,,4.6,129
Carniceria La Famosa,Carnicería,Nuevo León,Montemorelos,826 110 0088,,,4.5,19
Carnicería El Venadito,Carnicería,Nuevo León,Montemorelos,826 263 7178,,,4.9,18
Carnicería Gallardo,Carnicería,Nuevo León,Montemorelos,826 263 3863,,,4.7,3
Carnicería La famosa de Terán,Carnicería,Nuevo León,Montemorelos,,,,5,3
Carnicería Saenz,Carnicería,Nuevo León,Montemorelos,826 263 2791,,,4.9,16
Carnicería “La Chula”,Carnicería,Nuevo León,Montemorelos,826 158 3205,,,,0
JT CARNES suc. Montemorelos,Carnicería,Nuevo León,Montemorelos,826 263 6101,,,4.5,120
"La Doña ,Carnes y mas..",Carnicería,Nuevo León,Montemorelos,,,https://m.facebook.com/La-Do%C3%B1a-102516808770437/?,5,3
"La Mision Supermercados, S.A de C.V. Montemorelos",Carnicería,Nuevo León,Montemorelos,826 261 1038,,http://www.lamisionsuper.com,4.6,393
Pollos y Carnes Los Kavazitos,Carnicería,Nuevo León,Montemorelos,826 263 6216,,https://www.facebook.com/pages/Los-Kavazitos/309662299180654,4.6,44
SuKarne,Carnicería,Nuevo León,Montemorelos,826 107 0961,,,4.2,5
Comercial Produmex Montemorelos,Leche,Nuevo León,Montemorelos,826 263 2535,,,4.5,59
MEGA Dulceria Progreso,Leche,Nuevo León,Montemorelos,826 263 2995,,https://www.facebook.com/DulceriaProgresoMx?mibextid=ZbWKwL,4.3,110
Alimentos COLPAC Matriz,Lácteos,Nuevo León,Montemorelos,826 127 9036,,https://colpac.com.mx,1,1
Del Monte Foods México,Lácteos,Nuevo León,Montemorelos,,,http://www.delmontefrutas.mx,4.8,5
Garden COLPAC,Lácteos,Nuevo León,Montemorelos,826 171 6574,,http://colpac.com.mx,4.5,489
Icmosa Montemorelos,Lácteos,Nuevo León,Montemorelos,826 263 0200,,http://www.icmosa.com.mx,4.3,113
Kesos y Kosas,Lácteos,Nuevo León,Montemorelos,81 4528 0456,,http://www.kesosykosas.com,4.2,727
PRODUCTOS ALIMENTICIOS DE MONTEMORELOS (CREMERÍA),Lácteos,Nuevo León,Montemorelos,,,http://www.kesosykosas.com,4.7,18
"""El Gallo""",Panadería,Nuevo León,Montemorelos,826 150 0842,,,4.8,13
Bendito Sabor by Emmanuel,Panadería,Nuevo León,Montemorelos,826 688 5077,,https://www.facebook.com/benditosabor.emmanuel,4.7,29
Dulce Deleite,Panadería,Nuevo León,Montemorelos,826 688 2095,,http://www.facebook.com/dulcedeleite.montemorelos,5,5
Mr. Pay,Panadería,Nuevo León,Montemorelos,826 263 4513,,http://www.mrpay.com.mx,4.3,64
PAN MONTEMORELOS,Panadería,Nuevo León,Montemorelos,826 263 3216,,,,0
"PANADERÍA ""EL ANGEL""",Panadería,Nuevo León,Montemorelos,826 106 4849,,,5,2
PASTELERIA DOÑA MINE,Panadería,Nuevo León,Montemorelos,826 108 9591,,,4.6,9
PASTELERÍA SAARALI,Panadería,Nuevo León,Montemorelos,826 106 7052,,,4.8,46
Panaderia,Panadería,Nuevo León,Montemorelos,,,,,
Panaderia Artesanal,Panadería,Nuevo León,Montemorelos,8261031526,,,,
Panaderia Don Ramiro,Panadería,Nuevo León,Montemorelos,8261232131,,,4.9,8
Panaderia Don Tino,Panadería,Nuevo León,Montemorelos,,,,,
Panaderia El Angel,Panadería,Nuevo León,Montemorelos,,,,,
Panadería Los Tinos,Panadería,Nuevo León,Montemorelos,,,,4.5,85
Panadería Nuevo León,Panadería,Nuevo León,Montemorelos,826 263 5571,,,4.4,7
Panadería Tino,Panadería,Nuevo León,Montemorelos,,,,4.5,15
Panadería los cuates.,Panadería,Nuevo León,Montemorelos,826 169 1754,,,4.5,25
Panadería “La Incomparable”,Panadería,Nuevo León,Montemorelos,826 151 6079,,https://www.facebook.com/la.incomparable.montemorelos?mibextid=wwXIfr&mibextid=wwXIfr,5,4
Pompan Expendio,Panadería,Nuevo León,Montemorelos,826 688 5318,,http://pompan.com.mx,4.6,95
Pompan Panadería,Panadería,Nuevo León,Montemorelos,826 267 3104,,http://pompan.com.mx,4.8,43
Trigo Nuevo Panadería vegana,Panadería,Nuevo León,Montemorelos,826 144 6903,,https://www.facebook.com/panettmx,5,2
QUESOS VERACRUZANOS EL SOMBRERO,Queso/Quesería,Nuevo León,Montemorelos,,,,5,2
Cafeteria El Palacio,Yogurt,Nuevo León,Montemorelos,826 263 3213,,,4.4,375
Cafetería y Pastelería El Palacio,Yogurt,Nuevo León,Montemorelos,,,,5,2
Dulcería Progreso,Yogurt,Nuevo León,Montemorelos,826 263 4646,,https://www.facebook.com/DulceriaProgresoMx?mibextid=ZbWKwL,4.4,250
LA BODEGUITA 306,Yogurt,Nuevo León,Montemorelos,,,http://facebook.com/LABODEGUITA306,4.6,105
La chiapaneca,Yogurt,Nuevo León,Montemorelos,826 263 8298,,,4.6,164
Neveria Pilo,Yogurt,Nuevo León,Montemorelos,826 263 2696,,,4.7,383
Panadería y Pastelería Imperial,Yogurt,Nuevo León,Montemorelos,826 263 5140,,,4.5,369
Paynberry,Yogurt,Nuevo León,Montemorelos,826 263 9171,,,5,2
Quesadillas vegetarianas y Nieves La Garrafa,Yogurt,Nuevo León,Montemorelos,81 2748 2821,,,4.8,57
Restaurant y Pastelería la Ponderosa,Yogurt,Nuevo León,Montemorelos,826 263 2500,,https://es-la.facebook.com/Panader%C3%ADa-y-Pasteler%C3%ADa-La-Ponderosa-164432557258927,4,392
Sabores de mi tierra,Yogurt,Nuevo León,Montemorelos,826 169 5468,,,4.7,26
Soymart,Yogurt,Nuevo León,Montemorelos,,,http://www.soymart.mx,4.5,104
"Tortillería ""La Abuelita"" (las mejores de Montemorelos)",Yogurt,Nuevo León,Montemorelos,,,,5,2
Abarrotes Fruteria Y Carniceria Romero,Carnicería,Nuevo León,Monterrey,8183911285,,,,
Abarrotes Y Carniceria,Carnicería,Nuevo León,Monterrey,8141040857,,,,
Abarrotes Y Carniceria Don Chuy,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Emilio,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Gaby,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Jesy,Carnicería,Nuevo León,Monterrey,8110069969,,,,
Abarrotes Y Carniceria Karla,Carnicería,Nuevo León,Monterrey,8113932120,jagmsiete@hotmail.com,,,
Abarrotes Y Carniceria La Palma,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria La Peñita,Carnicería,Nuevo León,Monterrey,8119908831,,,,
Abarrotes Y Carniceria La Union,Carnicería,Nuevo León,Monterrey,8180843879,,,,
Abarrotes Y Carniceria Lopez,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Lugo,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Meme,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Nancy,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Nuñez,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Reyes,Carnicería,Nuevo León,Monterrey,8116819569,,,,
Abarrotes Y Carniceria Romero,Carnicería,Nuevo León,Monterrey,8124322191,,,,
Abarrotes Y Carniceria Sami,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria San Benito,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Super Victoria,Carnicería,Nuevo León,Monterrey,,,,,
Abarrotes Y Carniceria Zubia,Carnicería,Nuevo León,Monterrey,,,,,
Bodega Auxiliar De Carniceria Don Esteban,Carnicería,Nuevo León,Monterrey,,,,,
Bodega Carniceria Cedeño,Carnicería,Nuevo León,Monterrey,,,,,
Bodega De Carniceria,Carnicería,Nuevo León,Monterrey,,,,,
Bodega De Carniceria Super Rg,Carnicería,Nuevo León,Monterrey,,,,,
CARNES ALANIS,Carnicería,Nuevo León,Monterrey,81 8323 3688,,https://www.carnesalanis.com.mx,4.5,327
CARNES FINAS SAN JUAN SENDERO,Carnicería,Nuevo León,Monterrey,81 8105 5155,,https://www.carnessanjuan.com,4.7,2026
CARNES FINAS UNION,Carnicería,Nuevo León,Monterrey,,,,,0
Carlos Carnicero!,Carnicería,Nuevo León,Monterrey,81 1101 5019,,,4.7,203
Carnes Finas Regias (Cafirsa),Carnicería,Nuevo León,Monterrey,81 2527 0750,,,4.9,39
Carnes Ramos,Carnicería,Nuevo León,Monterrey,800 822 7952,,http://www.carnesramos.com.mx,4.6,1931
Carnes Regias Del Juan,Carnicería,Nuevo León,Monterrey,81 8317 0021,,,4.9,30
Carniceria,Carnicería,Nuevo León,Monterrey,8111015019,,,,
Carniceria 3 Karnes,Carnicería,Nuevo León,Monterrey,8130739753,,,,
Carniceria Aguilar,Carnicería,Nuevo León,Monterrey,,,,,
Carniceria Barbosa,Carnicería,Nuevo León,Monterrey,8183542754,,,,
Carniceria Beny,Carnicería,Nuevo León,Monterrey,,,,,
Carniceria Betin,Carnicería,Nuevo León,Monterrey,8119574881,,,,
Carniceria Briones,Carnicería,Nuevo León,Monterrey,,,,,
Carniceria Bxc,Carnicería,Nuevo León,Monterrey,8124448211,,,,
Carniceria Cardenas,Carnicería,Nuevo León,Monterrey,8118491663,octavioc@cardenasalimentos.com,www.cardenasalimentos.com,,
Carniceria Carlos,Carnicería,Nuevo León,Monterrey,,teda59@hotmail.com,,,
Carniceria Carnes Finas Regias,Carnicería,Nuevo León,Monterrey,,carnesfinasregias@gmail.com,,,
Carniceria Carranza,Carnicería,Nuevo León,Monterrey,8182546612,,,,
Carniceria Castillo,Carnicería,Nuevo León,Monterrey,8122834702,,,,
Carniceria Cedeño,Carnicería,Nuevo León,Monterrey,,,,,
Carniceria Cega,Carnicería,Nuevo León,Monterrey,,,,,
Carniceria Charcas,Carnicería,Nuevo León,Monterrey,8122178382,,,,
Carnicería La Hacienda,Carnicería,Nuevo León,Monterrey,81 8372 5335,,,4.8,889
Carnicería Mi Ranchito,Carnicería,Nuevo León,Monterrey,,,,3.7,3
Central De Carnes,Carnicería,Nuevo León,Monterrey,81 8375 5606,,http://ccarnes.mx,4.5,484
Comercializadora de pollos y carnes Cavazos s.a. de c.v.,Carnicería,Nuevo León,Monterrey,821 214 4757,,http://kavazos.com.mx,4.3,20
FCARNES,Carnicería,Nuevo León,Monterrey,81 5235 4312,,http://www.fcarnes.com.mx,4.2,108
JT CARNES,Carnicería,Nuevo León,Monterrey,81 1086 1557,,http://jtcarnes.com,4.7,765
Mayoreo en Carnes Cantú,Carnicería,Nuevo León,Monterrey,81 8375 1395,,,4.5,145
San Ángel Meat Market,Carnicería,Nuevo León,Monterrey,81 1921 7281,,,4.3,167
CANELI DISTRIBUIDORA DE POLLO Y CARNE S.A DE C.V,Leche,Nuevo León,Monterrey,81 2466 6973,,,3.9,7
Chilchota Monterrey Lácteos Finos,Leche,Nuevo León,Monterrey,81 8375 2010,,http://www.chilchota.mx,4.8,49
Comercializadora Ejidal de Leche,Leche,Nuevo León,Monterrey,81 1010 6288,,,,0
Dilamsa,Leche,Nuevo León,Monterrey,,dilamsa_98@hotmqil.com,www.dilamsa.com,,
Distribuidora De Quesos Chilchota,Leche,Nuevo León,Monterrey,8115207144,,,,
Distribuidora Ejidal De Alimentos,Leche,Nuevo León,Monterrey,,cobranza@lacteosaguafria.com,www.lacteosaguafria.com,,
Distribuidora de Cabrito y Productos Cárnicos de Leche,Leche,Nuevo León,Monterrey,81 3642 0141,,http://distribuidoradecabritos.com,4.8,32
LECHERIA LICONSA 111,Leche,Nuevo León,Monterrey,81 1894 0599,,,4.4,13
Leche Celestial,Leche,Nuevo León,Monterrey,81 1256 2357,,https://www.celestialmx.com,5,24
Quesos Chilchota Lácteos Finos,Leche,Nuevo León,Monterrey,81 8253 2809,,http://www.chilchota.mx,4.3,3
Tienda Liconsa,Leche,Nuevo León,Monterrey,,,https://www.gob.mx/liconsa,4.4,11
Cremería W - Quesos Wallander,Lácteos,Nuevo León,Monterrey,81 8478 7439,,http://www.cremeriaw.mx,3.3,7
Distribuidora De Lácteos Martínez,Lácteos,Nuevo León,Monterrey,81 8351 1155,,http://www.dilamsa.com,3,1
H.B. Alimentos S.A. de C.V.,Lácteos,Nuevo León,Monterrey,81 8335 3509,,http://www.hbalimentos.com,4.5,11
"Industria Alimenticia Gamarti, S.A. de C.V.",Lácteos,Nuevo León,Monterrey,81 8040 2138,,http://gamarti.com.mx,4.6,67
LACTEOS DEL REY,Lácteos,Nuevo León,Monterrey,,,,3.9,71
LDR Alimentos Quesos,Lácteos,Nuevo León,Monterrey,,,,4.9,22
La Loma,Lácteos,Nuevo León,Monterrey,,,,4.3,10
Lácteos Agua Fría,Lácteos,Nuevo León,Monterrey,81 1089 4029,,http://www.lacteosaguafria.com,4.5,162
Lácteos La Fe,Lácteos,Nuevo León,Monterrey,81 8344 1917,,,4.3,3
QUESOS LUCY,Lácteos,Nuevo León,Monterrey,81 8342 7245,,http://quesos-lucy.negocio.site,4.8,48
Super Expendio Noreste,Lácteos,Nuevo León,Monterrey,81 8748 1000,,,4.4,283
Abarrotes Y Panaderia Emmanuel,Panadería,Nuevo León,Monterrey,,,,,
Bin Panaderia Y Pasteleria,Panadería,Nuevo León,Monterrey,,administracion@lacapirotada.mx,www.binpanaderiaartesanal.mx,,
Bodega Auxiliar De Marco Panaderia Industrial,Panadería,Nuevo León,Monterrey,,,,,
Buena Semilla,Panadería,Nuevo León,Monterrey,81 1357 4918,,http://www.instagram.com/buenasemilla_mty,4.7,441
Buena Semilla Panaderia,Panadería,Nuevo León,Monterrey,,,,,
Esquisito Panaderia,Panadería,Nuevo León,Monterrey,,,,,
Holy Bread Panaderia,Panadería,Nuevo León,Monterrey,,,,,
Jocabed Panaderia,Panadería,Nuevo León,Monterrey,,,,,
KKO Panadería Artesanal,Panadería,Nuevo León,Monterrey,81 2022 0100,,https://instagram.com/kko_panaderiaartesanal?igshid=YmMyMTA2M2Y=,4.7,166
Kko Panaderia Artesanal,Panadería,Nuevo León,Monterrey,,sandracchapa@gmail.com,,,
Les Pompe Panadería,Panadería,Nuevo León,Monterrey,81 2473 8907,,http://lespompe.com,4.8,247
Mantenimiento E Instalacion De Equipo Para La Reparacion De Panaderia Y Refrigeracion Aguirre,Panadería,Nuevo León,Monterrey,8183750989,,,,
"Masa Madre, Panadería",Panadería,Nuevo León,Monterrey,81 1500 7309,,https://masamadremonterrey.com,4,16
Mille Délices,Panadería,Nuevo León,Monterrey,81 8357 1897,,https://www.facebook.com/MilleDelices,4.6,1476
Mr Clark Panaderia,Panadería,Nuevo León,Monterrey,,,,,
PANADERIA EL PUERTO,Panadería,Nuevo León,Monterrey,81 8344 6154,,,4.5,261
Panaderia,Panadería,Nuevo León,Monterrey,8117292063,,,,
Panaderia 2020,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Adriana,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Alejandra,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Artesanal El Coqueto,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Bacadipan Cumbres,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Bakery Fina,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Belen,Panadería,Nuevo León,Monterrey,8113131856,raul_montalvo75@hotmail.com,,,
Panaderia Buen Pan,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Bustamante,Panadería,Nuevo León,Monterrey,,mannvazz@hotmail.com,,,
Panaderia Campesino,Panadería,Nuevo León,Monterrey,,panaderosartesanales@gmail.com,,,
Panaderia Candy,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Caru,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Cipres,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Del Barrio,Panadería,Nuevo León,Monterrey,8112764478,,,,
Panaderia Del Refugio De Mty,Panadería,Nuevo León,Monterrey,,,,,
Panaderia Deleite Pasteleria,Panadería,Nuevo León,Monterrey,,,www.panaderriadeleite.com,,
Panaderia Delu,Panadería,Nuevo León,Monterrey,8115263939,,,,
Panaderia Don Julio,Panadería,Nuevo León,Monterrey,,,,,
Panaderia El Bambu,Panadería,Nuevo León,Monterrey,8110435294,,,,
Panaderia El Fresno,Panadería,Nuevo León,Monterrey,,,,,
Panaderia El Mana,Panadería,Nuevo León,Monterrey,8181150220,mirandaelena21@gmail.com,,,
Panaderia La Rosita,Panadería,Nuevo León,Monterrey,81 8374 5302,,https://panaderialarosita.mx,4.6,317
Panadería La Superior,Panadería,Nuevo León,Monterrey,81 8343 5152,,https://www.facebook.com/Panaderialasuperiormonterrey,4.4,1178
Panadería Monterrey,Panadería,Nuevo León,Monterrey,81 1972 9100,,,4.4,210
Panadería Y Pastelería Linares,Panadería,Nuevo León,Monterrey,81 1878 4680,,,4.6,222
